index,period_day,DIANOM-I,DIA-I,Month-I,high_season,TIPOVUELO,Emp-I,Des-I,delay_15
18354,morning,Tuesday,11,04,0,N,SKU,SCQP,0
18357,morning,Friday,14,04,0,N,SKU,SCQP,0
18358,morning,Sunday,16,04,0,N,SKU,SCQP,0
18359,morning,Monday,17,04,0,N,SKU,SCQP,0
18360,morning,Tuesday,18,04,0,N,SKU,SCQP,0
18362,morning,Thursday,20,04,0,N,SKU,SCQP,0
18363,morning,Friday,21,04,0,N,SKU,SCQP,0
18364,morning,Saturday,22,04,0,N,SKU,SCQP,0
18365,morning,Sunday,23,04,0,N,SKU,SCQP,0
18367,morning,Tuesday,25,04,0,N,SKU,SCQP,0
18368,morning,Wednesday,26,04,0,N,SKU,SCQP,0
18371,morning,Saturday,29,04,0,N,SKU,SCQP,0
18372,afternoon,Sunday,2,04,0,N,SKU,SCQP,0
18373,morning,Monday,3,04,0,N,SKU,SCQP,0
18375,afternoon,Friday,7,04,0,N,SKU,SCQP,0
18376,afternoon,Saturday,8,04,0,N,SKU,SCQP,0
18377,afternoon,Sunday,9,04,0,N,SKU,SCQP,0
18378,morning,Monday,10,04,0,N,SKU,SCQP,0
18379,afternoon,Tuesday,11,04,0,N,SKU,SCQP,0
18381,afternoon,Saturday,15,04,0,N,SKU,SCQP,0
18382,afternoon,Sunday,16,04,0,N,SKU,SCQP,0
18383,morning,Monday,17,04,0,N,SKU,SCQP,0
18384,afternoon,Tuesday,18,04,0,N,SKU,SCQP,0
18386,afternoon,Saturday,22,04,0,N,SKU,SCQP,0
18387,afternoon,Sunday,23,04,0,N,SKU,SCQP,0
18390,afternoon,Friday,28,04,0,N,SKU,SCQP,0
18391,afternoon,Saturday,29,04,0,N,SKU,SCQP,0
18392,afternoon,Sunday,30,04,0,N,SKU,SCQP,0
18393,afternoon,Saturday,1,04,0,N,SKU,SCQP,0
18395,night,Thursday,13,04,0,N,SKU,SCQP,0
18397,afternoon,Tuesday,4,04,0,N,SKU,SCQP,0
18398,afternoon,Wednesday,5,04,0,N,SKU,SCQP,0
18399,afternoon,Thursday,6,04,0,N,SKU,SCQP,0
18400,afternoon,Friday,7,04,0,N,SKU,SCQP,0
18401,afternoon,Sunday,9,04,0,N,SKU,SCQP,0
18402,afternoon,Monday,10,04,0,N,SKU,SCQP,0
18403,afternoon,Tuesday,11,04,0,N,SKU,SCQP,0
18413,afternoon,Sunday,23,04,0,N,SKU,SCQP,0
18415,afternoon,Tuesday,25,04,0,N,SKU,SCQP,0
18417,afternoon,Thursday,27,04,0,N,SKU,SCQP,0
18420,morning,Saturday,1,04,0,N,SKU,SCIE,0
18421,morning,Sunday,2,04,0,N,SKU,SCIE,0
18423,morning,Tuesday,4,04,0,N,SKU,SCIE,0
18425,morning,Thursday,6,04,0,N,SKU,SCIE,0
18426,morning,Friday,7,04,0,N,SKU,SCIE,0
18427,morning,Saturday,8,04,0,N,SKU,SCIE,0
18428,morning,Sunday,9,04,0,N,SKU,SCIE,0
18429,morning,Monday,10,04,0,N,SKU,SCIE,0
18430,morning,Tuesday,11,04,0,N,SKU,SCIE,0
18431,morning,Wednesday,12,04,0,N,SKU,SCIE,0
18432,morning,Thursday,13,04,0,N,SKU,SCIE,0
18434,morning,Saturday,15,04,0,N,SKU,SCIE,0
18435,morning,Sunday,16,04,0,N,SKU,SCIE,0
18436,morning,Monday,17,04,0,N,SKU,SCIE,0
18438,morning,Wednesday,19,04,0,N,SKU,SCIE,0
18439,morning,Thursday,20,04,0,N,SKU,SCIE,0
18440,morning,Friday,21,04,0,N,SKU,SCIE,0
18441,morning,Saturday,22,04,0,N,SKU,SCIE,0
18442,morning,Sunday,23,04,0,N,SKU,SCIE,0
18445,morning,Wednesday,26,04,0,N,SKU,SCIE,0
18446,morning,Thursday,27,04,0,N,SKU,SCIE,0
18447,morning,Friday,28,04,0,N,SKU,SCIE,0
18451,morning,Tuesday,4,04,0,N,SKU,SCIE,0
18452,morning,Wednesday,5,04,0,N,SKU,SCIE,0
18453,morning,Thursday,6,04,0,N,SKU,SCIE,0
18456,morning,Monday,10,04,0,N,SKU,SCIE,0
18457,morning,Tuesday,11,04,0,N,SKU,SCIE,0
18460,morning,Friday,14,04,0,N,SKU,SCIE,0
18461,morning,Sunday,16,04,0,N,SKU,SCIE,0
18470,morning,Wednesday,26,04,0,N,SKU,SCIE,0
18471,morning,Thursday,27,04,0,N,SKU,SCIE,0
18472,morning,Friday,28,04,0,N,SKU,SCIE,0
18474,afternoon,Monday,3,04,0,N,SKU,SCIE,0
18475,afternoon,Thursday,6,04,0,N,SKU,SCIE,0
18476,afternoon,Saturday,8,04,0,N,SKU,SCIE,0
18477,afternoon,Monday,10,04,0,N,SKU,SCIE,0
18478,afternoon,Thursday,13,04,0,N,SKU,SCIE,0
18480,afternoon,Thursday,20,04,0,N,SKU,SCIE,0
18481,afternoon,Saturday,22,04,0,N,SKU,SCIE,0
18483,afternoon,Thursday,27,04,0,N,SKU,SCIE,0
18485,night,Saturday,1,04,0,N,SKU,SCIE,0
18486,night,Monday,3,04,0,N,SKU,SCIE,0
18487,night,Tuesday,4,04,0,N,SKU,SCIE,0
18488,night,Wednesday,5,04,0,N,SKU,SCIE,0
18490,night,Friday,7,04,0,N,SKU,SCIE,0
18491,night,Sunday,9,04,0,N,SKU,SCIE,0
18492,night,Monday,10,04,0,N,SKU,SCIE,0
18493,night,Tuesday,11,04,0,N,SKU,SCIE,0
18495,night,Thursday,13,04,0,N,SKU,SCIE,0
18496,night,Sunday,16,04,0,N,SKU,SCIE,0
18497,night,Monday,17,04,0,N,SKU,SCIE,0
18498,night,Tuesday,18,04,0,N,SKU,SCIE,0
18499,night,Wednesday,19,04,0,N,SKU,SCIE,0
18500,night,Thursday,20,04,0,N,SKU,SCIE,0
18501,night,Friday,21,04,0,N,SKU,SCIE,0
18502,night,Sunday,23,04,0,N,SKU,SCIE,0
18506,night,Thursday,27,04,0,N,SKU,SCIE,0
18508,night,Sunday,30,04,0,N,SKU,SCIE,0
18509,night,Sunday,2,04,0,N,SKU,SCIE,0
18510,afternoon,Saturday,8,04,0,N,SKU,SCSE,0
18513,night,Sunday,16,04,0,N,SKU,SCSE,0
18516,morning,Saturday,1,04,0,N,SKU,SCSE,0
18519,morning,Tuesday,4,04,0,N,SKU,SCSE,0
18520,morning,Wednesday,5,04,0,N,SKU,SCSE,0
18521,morning,Thursday,6,04,0,N,SKU,SCSE,0
18522,morning,Friday,7,04,0,N,SKU,SCSE,0
18524,morning,Monday,10,04,0,N,SKU,SCSE,0
18525,morning,Tuesday,11,04,0,N,SKU,SCSE,0
18526,morning,Wednesday,12,04,0,N,SKU,SCSE,0
18530,morning,Monday,17,04,0,N,SKU,SCSE,0
18531,morning,Tuesday,18,04,0,N,SKU,SCSE,0
18532,morning,Wednesday,19,04,0,N,SKU,SCSE,0
18534,morning,Friday,21,04,0,N,SKU,SCSE,0
18535,morning,Sunday,23,04,0,N,SKU,SCSE,0
18536,morning,Monday,24,04,0,N,SKU,SCSE,0
18538,morning,Wednesday,26,04,0,N,SKU,SCSE,0
18539,morning,Thursday,27,04,0,N,SKU,SCSE,0
18541,morning,Sunday,30,04,0,N,SKU,SCSE,0
18542,afternoon,Sunday,2,04,0,N,SKU,SCSE,0
18543,afternoon,Monday,3,04,0,N,SKU,SCSE,0
18544,afternoon,Tuesday,4,04,0,N,SKU,SCSE,0
18545,afternoon,Wednesday,5,04,0,N,SKU,SCSE,0
18546,afternoon,Thursday,6,04,0,N,SKU,SCSE,0
18547,afternoon,Friday,7,04,0,N,SKU,SCSE,0
18548,afternoon,Sunday,9,04,0,N,SKU,SCSE,0
18549,afternoon,Monday,10,04,0,N,SKU,SCSE,0
18550,afternoon,Tuesday,11,04,0,N,SKU,SCSE,0
18551,afternoon,Wednesday,12,04,0,N,SKU,SCSE,0
18552,afternoon,Thursday,13,04,0,N,SKU,SCSE,0
18554,afternoon,Sunday,16,04,0,N,SKU,SCSE,0
18556,afternoon,Tuesday,18,04,0,N,SKU,SCSE,0
18557,afternoon,Wednesday,19,04,0,N,SKU,SCSE,0
18558,afternoon,Thursday,20,04,0,N,SKU,SCSE,0
18559,afternoon,Friday,21,04,0,N,SKU,SCSE,0
18562,afternoon,Tuesday,25,04,0,N,SKU,SCSE,0
18563,afternoon,Wednesday,26,04,0,N,SKU,SCSE,0
18564,afternoon,Thursday,27,04,0,N,SKU,SCSE,0
18565,afternoon,Friday,28,04,0,N,SKU,SCSE,0
18568,morning,Saturday,1,04,0,N,SKU,SCAT,0
18569,morning,Sunday,2,04,0,N,SKU,SCAT,0
18570,morning,Monday,3,04,0,N,SKU,SCAT,0
18571,morning,Tuesday,4,04,0,N,SKU,SCAT,0
18572,morning,Wednesday,5,04,0,N,SKU,SCAT,0
18573,morning,Friday,7,04,0,N,SKU,SCAT,0
18574,afternoon,Saturday,8,04,0,N,SKU,SCAT,0
18575,morning,Monday,10,04,0,N,SKU,SCAT,0
18576,morning,Tuesday,11,04,0,N,SKU,SCAT,0
18577,morning,Wednesday,12,04,0,N,SKU,SCAT,0
18578,afternoon,Saturday,15,04,0,N,SKU,SCAT,0
18579,morning,Monday,17,04,0,N,SKU,SCAT,0
18581,morning,Wednesday,19,04,0,N,SKU,SCAT,0
18583,afternoon,Saturday,22,04,0,N,SKU,SCAT,0
18584,morning,Monday,24,04,0,N,SKU,SCAT,0
18587,morning,Friday,28,04,0,N,SKU,SCAT,0
18590,night,Tuesday,4,04,0,N,SKU,SCAT,0
18592,night,Thursday,6,04,0,N,SKU,SCAT,0
18593,night,Friday,7,04,0,N,SKU,SCAT,0
18594,night,Sunday,9,04,0,N,SKU,SCAT,0
18596,night,Tuesday,11,04,0,N,SKU,SCAT,0
18597,night,Wednesday,12,04,0,N,SKU,SCAT,0
18598,night,Thursday,13,04,0,N,SKU,SCAT,0
18599,night,Friday,14,04,0,N,SKU,SCAT,0
18603,night,Wednesday,19,04,0,N,SKU,SCAT,0
18604,night,Thursday,20,04,0,N,SKU,SCAT,0
18609,night,Wednesday,26,04,0,N,SKU,SCAT,0
18612,night,Sunday,30,04,0,N,SKU,SCAT,0
18613,morning,Saturday,1,04,0,N,SKU,SCCF,0
18615,morning,Monday,3,04,0,N,SKU,SCCF,0
18616,morning,Tuesday,4,04,0,N,SKU,SCCF,0
18617,morning,Wednesday,5,04,0,N,SKU,SCCF,0
18618,morning,Thursday,6,04,0,N,SKU,SCCF,0
18619,morning,Friday,7,04,0,N,SKU,SCCF,0
18620,morning,Saturday,8,04,0,N,SKU,SCCF,0
18621,morning,Sunday,9,04,0,N,SKU,SCCF,0
18622,morning,Monday,10,04,0,N,SKU,SCCF,0
18623,morning,Tuesday,11,04,0,N,SKU,SCCF,0
18624,morning,Wednesday,12,04,0,N,SKU,SCCF,0
18625,morning,Thursday,13,04,0,N,SKU,SCCF,0
18627,morning,Saturday,15,04,0,N,SKU,SCCF,0
18628,morning,Sunday,16,04,0,N,SKU,SCCF,0
18629,morning,Monday,17,04,0,N,SKU,SCCF,0
18630,morning,Tuesday,18,04,0,N,SKU,SCCF,0
18632,morning,Thursday,20,04,0,N,SKU,SCCF,0
18634,morning,Saturday,22,04,0,N,SKU,SCCF,0
18635,morning,Sunday,23,04,0,N,SKU,SCCF,0
18637,morning,Tuesday,25,04,0,N,SKU,SCCF,0
18638,morning,Wednesday,26,04,0,N,SKU,SCCF,0
18639,morning,Thursday,27,04,0,N,SKU,SCCF,0
18640,morning,Friday,28,04,0,N,SKU,SCCF,0
18642,morning,Sunday,30,04,0,N,SKU,SCCF,0
18643,morning,Saturday,1,04,0,N,SKU,SCCF,0
18644,afternoon,Sunday,2,04,0,N,SKU,SCCF,0
18645,afternoon,Monday,3,04,0,N,SKU,SCCF,0
18646,afternoon,Tuesday,4,04,0,N,SKU,SCCF,0
18648,afternoon,Thursday,6,04,0,N,SKU,SCCF,0
18650,afternoon,Sunday,9,04,0,N,SKU,SCCF,0
18652,afternoon,Tuesday,11,04,0,N,SKU,SCCF,0
18653,afternoon,Wednesday,12,04,0,N,SKU,SCCF,0
18656,afternoon,Sunday,16,04,0,N,SKU,SCCF,0
18658,afternoon,Wednesday,19,04,0,N,SKU,SCCF,0
18659,afternoon,Thursday,20,04,0,N,SKU,SCCF,0
18660,afternoon,Friday,21,04,0,N,SKU,SCCF,0
18661,afternoon,Sunday,23,04,0,N,SKU,SCCF,0
18662,afternoon,Monday,24,04,0,N,SKU,SCCF,0
18663,afternoon,Tuesday,25,04,0,N,SKU,SCCF,0
18664,afternoon,Wednesday,26,04,0,N,SKU,SCCF,0
18665,afternoon,Thursday,27,04,0,N,SKU,SCCF,0
18667,afternoon,Sunday,30,04,0,N,SKU,SCCF,0
18668,morning,Monday,3,04,0,N,SKU,SCCF,0
18669,morning,Monday,10,04,0,N,SKU,SCCF,0
18672,afternoon,Monday,3,04,0,N,SKU,SCCF,0
18674,afternoon,Wednesday,5,04,0,N,SKU,SCCF,0
18676,afternoon,Friday,7,04,0,N,SKU,SCCF,0
18677,afternoon,Saturday,8,04,0,N,SKU,SCCF,0
18679,afternoon,Monday,10,04,0,N,SKU,SCCF,0
18681,afternoon,Wednesday,12,04,0,N,SKU,SCCF,0
18682,afternoon,Thursday,13,04,0,N,SKU,SCCF,0
18684,afternoon,Saturday,15,04,0,N,SKU,SCCF,0
18685,afternoon,Sunday,16,04,0,N,SKU,SCCF,0
18686,afternoon,Monday,17,04,0,N,SKU,SCCF,0
18687,afternoon,Tuesday,18,04,0,N,SKU,SCCF,0
18688,afternoon,Wednesday,19,04,0,N,SKU,SCCF,0
18689,afternoon,Thursday,20,04,0,N,SKU,SCCF,0
18690,afternoon,Friday,21,04,0,N,SKU,SCCF,0
18691,afternoon,Saturday,22,04,0,N,SKU,SCCF,0
18692,afternoon,Sunday,23,04,0,N,SKU,SCCF,0
18695,afternoon,Wednesday,26,04,0,N,SKU,SCCF,0
18696,afternoon,Thursday,27,04,0,N,SKU,SCCF,0
18698,afternoon,Saturday,29,04,0,N,SKU,SCCF,0
18699,afternoon,Sunday,30,04,0,N,SKU,SCCF,0
18700,afternoon,Saturday,1,04,0,N,SKU,SCCF,0
18702,afternoon,Thursday,6,04,0,N,SKU,SCCF,0
18703,afternoon,Saturday,8,04,0,N,SKU,SCCF,0
18704,afternoon,Thursday,13,04,0,N,SKU,SCCF,0
18705,afternoon,Saturday,15,04,0,N,SKU,SCCF,0
18706,afternoon,Thursday,20,04,0,N,SKU,SCCF,0
18707,afternoon,Saturday,22,04,0,N,SKU,SCCF,0
18708,afternoon,Thursday,27,04,0,N,SKU,SCCF,0
18712,night,Friday,7,04,0,N,SKU,SCCF,0
18713,night,Sunday,9,04,0,N,SKU,SCCF,0
18714,night,Tuesday,11,04,0,N,SKU,SCCF,0
18716,night,Tuesday,18,04,0,N,SKU,SCCF,0
18719,night,Tuesday,25,04,0,N,SKU,SCCF,0
18720,night,Friday,28,04,0,N,SKU,SCCF,0
18722,morning,Sunday,2,04,0,N,SKU,SCFA,0
18723,morning,Monday,3,04,0,N,SKU,SCFA,0
18724,morning,Tuesday,4,04,0,N,SKU,SCFA,0
18725,morning,Wednesday,5,04,0,N,SKU,SCFA,0
18727,morning,Friday,7,04,0,N,SKU,SCFA,0
18728,morning,Saturday,8,04,0,N,SKU,SCFA,0
18729,morning,Sunday,9,04,0,N,SKU,SCFA,0
18731,morning,Tuesday,11,04,0,N,SKU,SCFA,0
18732,morning,Wednesday,12,04,0,N,SKU,SCFA,0
18733,morning,Thursday,13,04,0,N,SKU,SCFA,0
18734,morning,Friday,14,04,0,N,SKU,SCFA,0
18735,morning,Saturday,15,04,0,N,SKU,SCFA,0
18736,morning,Monday,17,04,0,N,SKU,SCFA,0
18737,morning,Tuesday,18,04,0,N,SKU,SCFA,0
18738,morning,Wednesday,19,04,0,N,SKU,SCFA,0
18740,morning,Friday,21,04,0,N,SKU,SCFA,0
18741,morning,Saturday,22,04,0,N,SKU,SCFA,0
18742,morning,Sunday,23,04,0,N,SKU,SCFA,0
18744,morning,Tuesday,25,04,0,N,SKU,SCFA,0
18745,morning,Wednesday,26,04,0,N,SKU,SCFA,0
18746,morning,Thursday,27,04,0,N,SKU,SCFA,0
18747,morning,Friday,28,04,0,N,SKU,SCFA,0
18748,morning,Saturday,29,04,0,N,SKU,SCFA,0
18749,morning,Sunday,30,04,0,N,SKU,SCFA,0
18750,morning,Saturday,1,04,0,N,SKU,SCFA,0
18751,morning,Sunday,2,04,0,N,SKU,SCFA,0
18752,afternoon,Saturday,1,04,0,N,SKU,SCFA,0
18753,afternoon,Sunday,2,04,0,N,SKU,SCFA,0
18755,morning,Tuesday,4,04,0,N,SKU,SCFA,0
18756,morning,Wednesday,5,04,0,N,SKU,SCFA,0
18757,morning,Thursday,6,04,0,N,SKU,SCFA,0
18758,morning,Friday,7,04,0,N,SKU,SCFA,0
18759,morning,Sunday,9,04,0,N,SKU,SCFA,0
18760,morning,Monday,10,04,0,N,SKU,SCFA,0
18761,morning,Tuesday,11,04,0,N,SKU,SCFA,0
18762,morning,Wednesday,12,04,0,N,SKU,SCFA,0
18763,morning,Thursday,13,04,0,N,SKU,SCFA,0
18765,morning,Sunday,16,04,0,N,SKU,SCFA,0
18766,morning,Monday,17,04,0,N,SKU,SCFA,0
18767,morning,Tuesday,18,04,0,N,SKU,SCFA,0
18768,morning,Wednesday,19,04,0,N,SKU,SCFA,0
18769,morning,Thursday,20,04,0,N,SKU,SCFA,0
18770,morning,Friday,21,04,0,N,SKU,SCFA,0
18771,morning,Sunday,23,04,0,N,SKU,SCFA,0
18774,morning,Wednesday,26,04,0,N,SKU,SCFA,0
18775,morning,Thursday,27,04,0,N,SKU,SCFA,0
18776,morning,Friday,28,04,0,N,SKU,SCFA,0
18777,morning,Sunday,30,04,0,N,SKU,SCFA,0
18780,afternoon,Monday,3,04,0,N,SKU,SCFA,0
18781,afternoon,Tuesday,4,04,0,N,SKU,SCFA,0
18782,afternoon,Wednesday,5,04,0,N,SKU,SCFA,0
18783,afternoon,Thursday,6,04,0,N,SKU,SCFA,0
18784,afternoon,Friday,7,04,0,N,SKU,SCFA,0
18785,afternoon,Saturday,8,04,0,N,SKU,SCFA,0
18786,afternoon,Sunday,9,04,0,N,SKU,SCFA,0
18787,afternoon,Monday,10,04,0,N,SKU,SCFA,0
18789,afternoon,Wednesday,12,04,0,N,SKU,SCFA,0
18790,afternoon,Thursday,13,04,0,N,SKU,SCFA,0
18791,afternoon,Friday,14,04,0,N,SKU,SCFA,0
18793,afternoon,Sunday,16,04,0,N,SKU,SCFA,0
18794,afternoon,Monday,17,04,0,N,SKU,SCFA,0
18795,afternoon,Tuesday,18,04,0,N,SKU,SCFA,0
18796,afternoon,Wednesday,19,04,0,N,SKU,SCFA,0
18798,afternoon,Friday,21,04,0,N,SKU,SCFA,0
18799,afternoon,Saturday,22,04,0,N,SKU,SCFA,0
18803,afternoon,Wednesday,26,04,0,N,SKU,SCFA,0
18804,afternoon,Thursday,27,04,0,N,SKU,SCFA,0
18806,afternoon,Saturday,29,04,0,N,SKU,SCFA,0
18807,afternoon,Sunday,30,04,0,N,SKU,SCFA,0
18808,afternoon,Saturday,1,04,0,N,SKU,SCFA,0
18809,afternoon,Monday,3,04,0,N,SKU,SCFA,0
18810,afternoon,Tuesday,4,04,0,N,SKU,SCFA,0
18812,afternoon,Thursday,6,04,0,N,SKU,SCFA,0
18813,afternoon,Friday,7,04,0,N,SKU,SCFA,0
18814,afternoon,Saturday,8,04,0,N,SKU,SCFA,0
18816,afternoon,Monday,10,04,0,N,SKU,SCFA,0
18818,afternoon,Wednesday,12,04,0,N,SKU,SCFA,0
18819,afternoon,Thursday,13,04,0,N,SKU,SCFA,0
18821,afternoon,Sunday,16,04,0,N,SKU,SCFA,0
18822,afternoon,Monday,17,04,0,N,SKU,SCFA,0
18824,afternoon,Wednesday,19,04,0,N,SKU,SCFA,0
18825,afternoon,Thursday,20,04,0,N,SKU,SCFA,0
18826,afternoon,Friday,21,04,0,N,SKU,SCFA,0
18827,afternoon,Saturday,22,04,0,N,SKU,SCFA,0
18828,afternoon,Sunday,23,04,0,N,SKU,SCFA,0
18829,afternoon,Monday,24,04,0,N,SKU,SCFA,0
18830,afternoon,Tuesday,25,04,0,N,SKU,SCFA,0
18831,afternoon,Wednesday,26,04,0,N,SKU,SCFA,0
18832,afternoon,Thursday,27,04,0,N,SKU,SCFA,0
18834,afternoon,Saturday,29,04,0,N,SKU,SCFA,0
18835,afternoon,Sunday,30,04,0,N,SKU,SCFA,0
18838,morning,Sunday,2,04,0,N,SKU,SCDA,0
18839,morning,Monday,3,04,0,N,SKU,SCDA,0
18841,morning,Wednesday,5,04,0,N,SKU,SCDA,0
18843,morning,Friday,7,04,0,N,SKU,SCDA,0
18844,morning,Saturday,8,04,0,N,SKU,SCDA,0
18845,morning,Sunday,9,04,0,N,SKU,SCDA,0
18846,morning,Monday,10,04,0,N,SKU,SCDA,0
18847,morning,Tuesday,11,04,0,N,SKU,SCDA,0
18848,morning,Wednesday,12,04,0,N,SKU,SCDA,0
18849,morning,Thursday,13,04,0,N,SKU,SCDA,0
18850,morning,Friday,14,04,0,N,SKU,SCDA,0
18852,morning,Sunday,16,04,0,N,SKU,SCDA,0
18854,morning,Tuesday,18,04,0,N,SKU,SCDA,0
18856,morning,Thursday,20,04,0,N,SKU,SCDA,0
18857,morning,Friday,21,04,0,N,SKU,SCDA,0
18858,morning,Saturday,22,04,0,N,SKU,SCDA,0
18859,morning,Sunday,23,04,0,N,SKU,SCDA,0
18861,morning,Tuesday,25,04,0,N,SKU,SCDA,0
18862,morning,Wednesday,26,04,0,N,SKU,SCDA,0
18863,morning,Thursday,27,04,0,N,SKU,SCDA,0
18864,morning,Friday,28,04,0,N,SKU,SCDA,0
18865,morning,Saturday,29,04,0,N,SKU,SCDA,0
18866,morning,Sunday,30,04,0,N,SKU,SCDA,0
18867,afternoon,Saturday,1,04,0,N,SKU,SCDA,0
18868,morning,Sunday,2,04,0,N,SKU,SCDA,0
18869,morning,Monday,3,04,0,N,SKU,SCDA,0
18870,morning,Tuesday,4,04,0,N,SKU,SCDA,0
18873,morning,Friday,7,04,0,N,SKU,SCDA,0
18875,morning,Sunday,9,04,0,N,SKU,SCDA,0
18876,morning,Monday,10,04,0,N,SKU,SCDA,0
18877,morning,Tuesday,11,04,0,N,SKU,SCDA,0
18878,morning,Wednesday,12,04,0,N,SKU,SCDA,0
18879,morning,Thursday,13,04,0,N,SKU,SCDA,0
18881,morning,Sunday,16,04,0,N,SKU,SCDA,0
18883,morning,Tuesday,18,04,0,N,SKU,SCDA,0
18884,morning,Wednesday,19,04,0,N,SKU,SCDA,0
18885,morning,Thursday,20,04,0,N,SKU,SCDA,0
18886,morning,Friday,21,04,0,N,SKU,SCDA,0
18887,morning,Saturday,22,04,0,N,SKU,SCDA,0
18888,morning,Sunday,23,04,0,N,SKU,SCDA,0
18891,morning,Wednesday,26,04,0,N,SKU,SCDA,0
18894,morning,Saturday,29,04,0,N,SKU,SCDA,0
18895,morning,Sunday,30,04,0,N,SKU,SCDA,0
18896,night,Monday,3,04,0,N,SKU,SCDA,0
18898,night,Wednesday,5,04,0,N,SKU,SCDA,0
18900,night,Friday,7,04,0,N,SKU,SCDA,0
18901,night,Sunday,9,04,0,N,SKU,SCDA,0
18902,night,Monday,10,04,0,N,SKU,SCDA,0
18903,night,Tuesday,11,04,0,N,SKU,SCDA,0
18904,night,Wednesday,12,04,0,N,SKU,SCDA,0
18906,night,Friday,14,04,0,N,SKU,SCDA,0
18908,night,Monday,17,04,0,N,SKU,SCDA,0
18909,night,Tuesday,18,04,0,N,SKU,SCDA,0
18910,night,Wednesday,19,04,0,N,SKU,SCDA,0
18911,night,Thursday,20,04,0,N,SKU,SCDA,0
18912,night,Friday,21,04,0,N,SKU,SCDA,0
18913,night,Sunday,23,04,0,N,SKU,SCDA,0
18915,night,Tuesday,25,04,0,N,SKU,SCDA,0
18916,night,Wednesday,26,04,0,N,SKU,SCDA,0
18917,night,Thursday,27,04,0,N,SKU,SCDA,0
18919,night,Sunday,30,04,0,N,SKU,SCDA,0
18922,afternoon,Saturday,22,04,0,N,SKU,SCDA,0
18923,afternoon,Saturday,29,04,0,N,SKU,SCDA,0
18924,afternoon,Saturday,1,04,0,N,SKU,SCDA,0
18926,night,Friday,7,04,0,N,SKU,SCDA,0
18927,night,Sunday,9,04,0,N,SKU,SCDA,0
18928,night,Friday,14,04,0,N,SKU,SCDA,0
18931,night,Sunday,23,04,0,N,SKU,SCDA,0
18932,night,Friday,28,04,0,N,SKU,SCDA,0
18933,night,Sunday,30,04,0,N,SKU,SCDA,0
18937,morning,Sunday,2,04,0,N,SKU,SCAR,0
18938,morning,Monday,3,04,0,N,SKU,SCAR,0
18939,morning,Tuesday,4,04,0,N,SKU,SCAR,0
18940,morning,Wednesday,5,04,0,N,SKU,SCAR,0
18941,morning,Thursday,6,04,0,N,SKU,SCAR,0
18942,morning,Friday,7,04,0,N,SKU,SCAR,0
18943,morning,Saturday,8,04,0,N,SKU,SCAR,0
18944,morning,Sunday,9,04,0,N,SKU,SCAR,0
18946,morning,Tuesday,11,04,0,N,SKU,SCAR,0
18947,morning,Wednesday,12,04,0,N,SKU,SCAR,0
18948,morning,Thursday,13,04,0,N,SKU,SCAR,0
18949,morning,Friday,14,04,0,N,SKU,SCAR,0
18950,morning,Saturday,15,04,0,N,SKU,SCAR,0
18951,morning,Sunday,16,04,0,N,SKU,SCAR,0
18952,morning,Monday,17,04,0,N,SKU,SCAR,0
18954,morning,Wednesday,19,04,0,N,SKU,SCAR,0
18955,morning,Thursday,20,04,0,N,SKU,SCAR,0
18956,morning,Friday,21,04,0,N,SKU,SCAR,0
18958,morning,Sunday,23,04,0,N,SKU,SCAR,0
18961,morning,Wednesday,26,04,0,N,SKU,SCAR,0
18962,morning,Thursday,27,04,0,N,SKU,SCAR,0
18963,morning,Friday,28,04,0,N,SKU,SCAR,0
18964,morning,Saturday,29,04,0,N,SKU,SCAR,0
18967,afternoon,Sunday,2,04,0,N,SKU,SCAR,0
18968,afternoon,Monday,3,04,0,N,SKU,SCAR,0
18969,afternoon,Friday,7,04,0,N,SKU,SCAR,0
18971,afternoon,Sunday,9,04,0,N,SKU,SCAR,0
18972,afternoon,Monday,10,04,0,N,SKU,SCAR,0
18974,afternoon,Saturday,15,04,0,N,SKU,SCAR,0
18975,afternoon,Sunday,16,04,0,N,SKU,SCAR,0
18976,afternoon,Monday,17,04,0,N,SKU,SCAR,0
18977,afternoon,Friday,21,04,0,N,SKU,SCAR,0
18978,afternoon,Saturday,22,04,0,N,SKU,SCAR,0
18979,afternoon,Sunday,23,04,0,N,SKU,SCAR,0
18980,afternoon,Monday,24,04,0,N,SKU,SCAR,0
18981,afternoon,Friday,28,04,0,N,SKU,SCAR,0
18982,afternoon,Saturday,29,04,0,N,SKU,SCAR,0
18983,afternoon,Sunday,30,04,0,N,SKU,SCAR,0
18985,night,Monday,3,04,0,N,SKU,SCAR,0
18986,night,Tuesday,4,04,0,N,SKU,SCAR,0
18987,night,Wednesday,5,04,0,N,SKU,SCAR,0
18988,night,Thursday,6,04,0,N,SKU,SCAR,0
18990,night,Sunday,9,04,0,N,SKU,SCAR,0
18991,night,Monday,10,04,0,N,SKU,SCAR,0
18993,night,Wednesday,12,04,0,N,SKU,SCAR,0
18995,night,Friday,14,04,0,N,SKU,SCAR,0
18996,night,Sunday,16,04,0,N,SKU,SCAR,0
18997,night,Monday,17,04,0,N,SKU,SCAR,0
18999,night,Wednesday,19,04,0,N,SKU,SCAR,0
19001,night,Friday,21,04,0,N,SKU,SCAR,0
19003,night,Monday,24,04,0,N,SKU,SCAR,0
